dataset,method,n_estimators,eta,cost_budget,accuracy,f1,AUC,recourse,validity,cost
FICO,RABIT,100,1.28,0.2,0.6839546191247974,0.6983758700696056,0.7629741306727289,0.9890599675850892,0.974671669793621,0.055584884092782706
FICO,Vanilla,100,0.01,0.2,0.706645056726094,0.6881998277347114,0.7767981182116697,0.6345218800648298,0.3218045112781955,0.34277978400058684
FICO,Vanilla,100,0.02,0.2,0.7046191247974068,0.6877944325481798,0.7764343636861161,0.6438411669367909,0.3325740318906606,0.3381002580410453
FICO,Vanilla,100,0.04,0.2,0.703808752025932,0.6898599915146373,0.775681201060874,0.6649108589951378,0.3613899613899614,0.32218402049467787
FICO,Vanilla,100,0.08,0.2,0.7034035656401945,0.6970198675496688,0.7736157594510399,0.7192058346839546,0.4393203883495146,0.28655254061038965
FICO,Vanilla,100,0.16,0.2,0.6961102106969206,0.6995192307692307,0.7689974583228087,0.8103727714748784,0.5951557093425606,0.2136981021314655
FICO,Vanilla,100,0.32,0.2,0.6774716369529984,0.6980273141122914,0.7610534015323734,0.9007293354943274,0.7588582677165354,0.13946592072252714
FICO,Vanilla,100,0.64,0.2,0.6555915721231766,0.6957766642806013,0.7494382525048413,0.9598865478119936,0.8846153846153846,0.09194886227714846
FICO,Vanilla,100,1.28,0.2,0.6215559157212318,0.6838185511171293,0.7355399353793045,0.9850081037277147,0.9469914040114613,0.06882958230285172
FICO,OAF,100,0.01,0.2,0.6993517017828201,0.6820908311910883,0.7627741643512672,0.7771474878444085,0.582701062215478,0.19697353496198616
FICO,OAF,100,0.02,0.2,0.7009724473257699,0.6854219948849105,0.7627860044624064,0.7893030794165316,0.6018376722817764,0.18946716777356795
FICO,OAF,100,0.04,0.2,0.6997568881685575,0.6877370417193426,0.7627261461227582,0.8128038897893031,0.6387802971071149,0.1747002193038962
FICO,OAF,100,0.08,0.2,0.6997568881685575,0.6924034869240349,0.7617999863180938,0.8529173419773096,0.7079646017699115,0.15441703994670936
FICO,OAF,100,0.16,0.2,0.6880064829821718,0.6910112359550562,0.7586110497179422,0.903160453808752,0.7939655172413793,0.1305896442292035
FICO,OAF,100,0.32,0.2,0.6811183144246353,0.6950794265788454,0.7519601961774858,0.956645056726094,0.900093370681606,0.0997030520687486
FICO,OAF,100,0.64,0.2,0.6588330632090762,0.6913489736070382,0.741460648732845,0.9850081037277147,0.95995670995671,0.07753023738306579
FICO,OAF,100,1.28,0.2,0.6369529983792545,0.6867132867132867,0.7290693146417445,0.9963533225283631,0.9886363636363636,0.06134233540980287
FICO,RABIT,100,0.01,0.2,0.7139384116693679,0.6925087108013938,0.7826866001515533,0.7455429497568882,0.5368731563421829,0.2167336093456909
FICO,RABIT,100,0.02,0.2,0.7139384116693679,0.6927763272410792,0.7821787909404732,0.8188816855753647,0.6698670605612999,0.16746269614183823
FICO,RABIT,100,0.04,0.2,0.7123176661264181,0.693171996542783,0.7812381598888607,0.8845218800648298,0.7869955156950673,0.12224605962489107
FICO,RABIT,100,0.08,0.2,0.7082658022690438,0.6920444824636441,0.7798383956386292,0.9262560777957861,0.8614916286149162,0.09076991905973271
FICO,RABIT,100,0.16,0.2,0.7086709886547812,0.6954680220245658,0.7775223383430159,0.9412479740680713,0.8876839659178931,0.07890192695500323
FICO,RABIT,100,0.32,0.2,0.7098865478119936,0.7016666666666667,0.7738624284331059,0.9590761750405187,0.9193290734824281,0.06753343441296662
FICO,RABIT,100,0.64,0.2,0.706645056726094,0.7054515866558178,0.7684153195251326,0.976904376012966,0.9522613065326633,0.055928236768475276
FICO,RABIT,100,1.28,0.2,0.6936790923824959,0.7023622047244095,0.7610014366001515,0.9894651539708266,0.9766187050359713,0.045928924881681675
FICO,Vanilla,100,0.01,0.2,0.7192058346839546,0.7091900965169954,0.7856190010103561,0.6616693679092382,0.34200157604412923,0.30745888905771857
FICO,Vanilla,100,0.02,0.2,0.7192058346839546,0.7116104868913857,0.7855828228929865,0.6713938411669368,0.3506805444355484,0.3015513412051692
FICO,Vanilla,100,0.04,0.2,0.7200162074554295,0.7159884915741882,0.7853775942999073,0.6936790923824959,0.37981952420016407,0.29359932452406884
FICO,Vanilla,100,0.08,0.2,0.7175850891410048,0.7206412825651303,0.7847263881872526,0.7479740680713128,0.46240276577355227,0.26267570798998746
FICO,Vanilla,100,0.16,0.2,0.7046191247974068,0.717551336691205,0.7826201639723837,0.8241491085899514,0.5947712418300654,0.20346089552369823
FICO,Vanilla,100,0.32,0.2,0.6896272285251216,0.719824433065106,0.777909773090848,0.906807131280389,0.7494553376906318,0.1376523296958931
FICO,Vanilla,100,0.64,0.2,0.6649108589951378,0.7137417791623399,0.7700650416771913,0.9627228525121556,0.8794233289646134,0.0950177491435745
FICO,Vanilla,100,1.28,0.2,0.6324959481361426,0.7021346469622332,0.7599989738570345,0.9878444084278768,0.9505766062602965,0.07097720208739532
FICO,OAF,100,0.01,0.2,0.7005672609400324,0.685932851678708,0.7636825639892229,0.7601296596434359,0.544264819091609,0.19613886656533192
FICO,OAF,100,0.02,0.2,0.6997568881685575,0.6866807610993657,0.7638627967921192,0.7718800648298217,0.5625485625485626,0.18975057691527222
FICO,OAF,100,0.04,0.2,0.7050243111831442,0.6948868398994132,0.7638384587858889,0.799837925445705,0.6097946287519748,0.1744897303098238
FICO,OAF,100,0.08,0.2,0.7042139384116693,0.7008196721311475,0.7637595247116276,0.8594003241491086,0.7136963696369637,0.14596130287098225
FICO,OAF,100,0.16,0.2,0.6920583468395461,0.6998420221169036,0.7624031742022397,0.9185575364667747,0.8205357142857143,0.11318731565320314
FICO,OAF,100,0.32,0.2,0.6762560777957861,0.6981488477521722,0.7587070861749601,0.9611021069692058,0.9044776119402985,0.08824860994966457
FICO,OAF,100,0.64,0.2,0.6693679092382496,0.7043478260869566,0.7532086701187168,0.9854132901134521,0.9596412556053812,0.06997805583895324
FICO,OAF,100,1.28,0.2,0.6426256077795786,0.6943866943866944,0.7467137113749263,0.9963533225283631,0.9882506527415144,0.057123101902568835
FICO,RABIT,100,0.01,0.2,0.7374392220421394,0.7235494880546075,0.7966164909067946,0.8002431118314425,0.6230886850152905,0.21073240505710955
FICO,RABIT,100,0.02,0.2,0.7366288492706645,0.7229326513213982,0.7964908541719289,0.8557536466774717,0.7274119448698315,0.1530933184660476
FICO,RABIT,100,0.04,0.2,0.7358184764991896,0.7225531914893617,0.7964717784373159,0.8934359805510534,0.7980030721966206,0.1198758418182743
FICO,RABIT,100,0.08,0.2,0.7329821717990276,0.7204072974119644,0.7962297139429149,0.9282820097244733,0.8633204633204633,0.0932482958025917
FICO,RABIT,100,0.16,0.2,0.7325769854132901,0.7231543624161074,0.7957936031826219,0.9513776337115073,0.9053627760252366,0.07553022157176935
FICO,RABIT,100,0.32,0.2,0.7256888168557536,0.7215137803373097,0.7943168782099856,0.9639384116693679,0.9271089271089271,0.06595644859669068
FICO,RABIT,100,0.64,0.2,0.7196110210696921,0.7207425343018563,0.7909740201650248,0.9764991896272285,0.9505962521294719,0.058505091353189584
FICO,RABIT,100,1.28,0.2,0.7046191247974068,0.7155676941084667,0.7845501020880694,0.9886547811993517,0.9742883379247016,0.051756856526413084
COMPAS,Vanilla,100,0.01,0.2,0.6862527716186253,0.732766761095373,0.7321868526455193,0.8636363636363636,0.6366322008862629,0.17893260264298189
COMPAS,Vanilla,100,0.02,0.2,0.6856984478935698,0.7339277334584702,0.7326287137745242,0.864190687361419,0.6310240963855421,0.17872749351651632
COMPAS,Vanilla,100,0.04,0.2,0.6890243902439024,0.7391910739191074,0.7329079799375189,0.8791574279379157,0.6614906832298136,0.16697513211230097
COMPAS,Vanilla,100,0.08,0.2,0.6856984478935698,0.7383479464697739,0.73267463754355,0.8902439024390244,0.6847133757961783,0.15508370694735144
COMPAS,Vanilla,100,0.16,0.2,0.6895787139689579,0.7438243366880146,0.7314135956697609,0.9185144124168514,0.7586206896551724,0.13538134126545917
COMPAS,Vanilla,100,0.32,0.2,0.676829268292683,0.7412339103417666,0.7274356043257708,0.9617516629711752,0.8726937269372693,0.10117101358966384
COMPAS,Vanilla,100,0.64,0.2,0.6657427937915743,0.7397496763055675,0.7214009728391935,0.9855875831485588,0.9456066945606695,0.08009250541407612
COMPAS,Vanilla,100,1.28,0.2,0.6535476718403548,0.7368421052631579,0.713998557745416,0.996119733924612,0.9833333333333333,0.06878334027163362
COMPAS,OAF,100,0.01,0.2,0.6923503325942351,0.7309743092583616,0.7272928682869069,0.897450110864745,0.7472677595628415,0.1333939557998758
COMPAS,OAF,100,0.02,0.2,0.6929046563192904,0.7326254826254827,0.727455463252917,0.9018847006651884,0.7551867219917012,0.13256632536284085
COMPAS,OAF,100,0.04,0.2,0.6945676274944568,0.7357314148681056,0.7266375236910795,0.9085365853658537,0.7676056338028169,0.1285920337546144
COMPAS,OAF,100,0.08,0.2,0.6962305986696231,0.7390476190476191,0.7253355227800513,0.9196230598669624,0.7913669064748201,0.12134587292886433
COMPAS,OAF,100,0.16,0.2,0.6895787139689579,0.739049394221808,0.7219048931155306,0.9617516629711752,0.8936825885978429,0.09547707816340154
COMPAS,OAF,100,0.32,0.2,0.684589800443459,0.7449574181981174,0.7148065678436805,0.9872505543237251,0.9592198581560284,0.07931924725677725
COMPAS,OAF,100,0.64,0.2,0.6757206208425721,0.7442063839090511,0.7057459323331882,0.9905764966740577,0.9665354330708661,0.07424536549029559
COMPAS,OAF,100,1.28,0.2,0.6696230598669624,0.7448630136986302,0.696604619931164,0.9972283813747228,0.9891067538126361,0.06399852465345701
COMPAS,RABIT,100,0.01,0.2,0.6906873614190687,0.7325023969319271,0.7349273845917067,0.885809312638581,0.7094499294781382,0.14905434303425763
COMPAS,RABIT,100,0.02,0.2,0.6929046563192904,0.7351816443594646,0.734839260602495,0.8980044345898004,0.7382645803698435,0.13595424980158136
COMPAS,RABIT,100,0.04,0.2,0.6967849223946785,0.7398953875416072,0.7347163834907774,0.9307095343680709,0.819364161849711,0.1095240689787783
COMPAS,RABIT,100,0.08,0.2,0.697339246119734,0.7429378531073446,0.7346729420876449,0.9584257206208425,0.8882265275707899,0.08547641393622023
COMPAS,RABIT,100,0.16,0.2,0.6940133037694013,0.7432558139534884,0.7351123208507564,0.9628603104212861,0.896124031007752,0.08168350532723133
COMPAS,RABIT,100,0.32,0.2,0.6901330376940134,0.7446322521699407,0.7343862288269705,0.9789356984478935,0.9372937293729373,0.07416188704865391
COMPAS,RABIT,100,0.64,0.2,0.6862527716186253,0.7459605026929982,0.7318293919568861,0.9878048780487805,0.9611992945326279,0.06864975337962101
COMPAS,RABIT,100,1.28,0.2,0.6746119733924612,0.7440034888791975,0.7283863504628991,0.9950110864745011,0.9820717131474104,0.05727867609208673
COMPAS,Vanilla,100,0.01,0.2,0.6723946784922394,0.7151807228915663,0.7128790107275442,0.8519955654101996,0.6291666666666667,0.21096400489829953
COMPAS,Vanilla,100,0.02,0.2,0.6723946784922394,0.7154549831487723,0.7134474725171065,0.8558758314855875,0.637883008356546,0.20467038359803186
COMPAS,Vanilla,100,0.04,0.2,0.6690687361419069,0.7144906743185079,0.7143659478976221,0.8736141906873615,0.6761363636363636,0.18233243477486025
COMPAS,Vanilla,100,0.08,0.2,0.6701773835920177,0.7194719471947195,0.7148537327956528,0.8924611973392461,0.712166172106825,0.158952420844684
COMPAS,Vanilla,100,0.16,0.2,0.6729490022172949,0.7273567467652495,0.7148959330158388,0.9296008869179601,0.7987321711568938,0.13250217070011322
COMPAS,Vanilla,100,0.32,0.2,0.6657427937915743,0.7297176154190945,0.7126555977971485,0.970620842572062,0.9060283687943262,0.1037734611066623
COMPAS,Vanilla,100,0.64,0.2,0.6613082039911308,0.7349240780911063,0.7085261821336679,0.9850332594235033,0.9448979591836735,0.09141822813642861
COMPAS,Vanilla,100,1.28,0.2,0.6524390243902439,0.7348837209302326,0.7031617894382779,0.9933481152993349,0.9720930232558139,0.079459036898624
COMPAS,OAF,100,0.01,0.2,0.667960088691796,0.7124339894383102,0.721102468340526,0.893569844789357,0.7303370786516854,0.16087812614329142
COMPAS,OAF,100,0.02,0.2,0.6668514412416852,0.713126491646778,0.7214586878462125,0.8985587583148559,0.7385714285714285,0.1539737287008857
COMPAS,OAF,100,0.04,0.2,0.6723946784922394,0.7213578500707214,0.7223200688111826,0.9157427937915743,0.7744807121661721,0.14577805780554776
COMPAS,OAF,100,0.08,0.2,0.6740576496674058,0.7257462686567164,0.7229567956628102,0.9318181818181818,0.8110599078341014,0.1308441851192589
COMPAS,OAF,100,0.16,0.2,0.6801552106430155,0.7349563619660082,0.7217156127161675,0.9462305986696231,0.843042071197411,0.1189526817329204
COMPAS,OAF,100,0.32,0.2,0.6779379157427938,0.7376975169300226,0.7177065917985114,0.9822616407982262,0.9448275862068966,0.09454761089920397
COMPAS,OAF,100,0.64,0.2,0.6707317073170732,0.7383259911894273,0.7098598332098356,0.9933481152993349,0.9771428571428571,0.08253785270700165
COMPAS,OAF,100,1.28,0.2,0.6629711751662971,0.7386070507308684,0.7016270667247541,0.9966740576496674,0.9872068230277186,0.07605376509094101
COMPAS,RABIT,100,0.01,0.2,0.6618625277161863,0.7098001902949572,0.7128039191592723,0.8891352549889135,0.7113997113997114,0.17616408375129813
COMPAS,RABIT,100,0.02,0.2,0.6624168514412417,0.7120567375886525,0.7120765859525398,0.9323725055432373,0.8205882352941176,0.1354777082347468
COMPAS,RABIT,100,0.04,0.2,0.6624168514412417,0.7134117647058823,0.7116173482622818,0.9656319290465631,0.9074626865671642,0.0904128462348723
COMPAS,RABIT,100,0.08,0.2,0.6668514412416852,0.7190275829827022,0.7106839786864064,0.9739467849223947,0.9283536585365854,0.08106147479866427
COMPAS,RABIT,100,0.16,0.2,0.6729490022172949,0.7273567467652495,0.7102545293868681,0.9817073170731707,0.9477020602218701,0.07665638766208648
COMPAS,RABIT,100,0.32,0.2,0.6712860310421286,0.7293473299863076,0.7099169276253812,0.996119733924612,0.9884105960264901,0.0691306842826949
COMPAS,RABIT,100,0.64,0.2,0.6690687361419069,0.7309598918431726,0.709223106358208,0.9988913525498891,0.9965277777777778,0.06643857433952954
COMPAS,RABIT,100,1.28,0.2,0.6646341463414634,0.733127481252757,0.7076468040159715,0.9994456762749445,0.9981060606060606,0.057330058440928755
COMPAS,Vanilla,100,0.01,0.2,0.676829268292683,0.7211860353897657,0.7287562229809987,0.8597560975609756,0.640625,0.17076748059301347
COMPAS,Vanilla,100,0.02,0.2,0.6784922394678492,0.7248576850094877,0.7290205949486337,0.86529933481153,0.6462882096069869,0.1688470999569523
COMPAS,Vanilla,100,0.04,0.2,0.6840354767184036,0.731638418079096,0.72955802716453,0.8874722838137472,0.6974664679582713,0.15536480757295093
COMPAS,Vanilla,100,0.08,0.2,0.6823725055432373,0.7331159757801584,0.7294897621024646,0.9129711751662971,0.7577160493827161,0.1353691890437414
COMPAS,Vanilla,100,0.16,0.2,0.6801552106430155,0.7349563619660082,0.7289473651547818,0.9440133037694013,0.8365695792880259,0.12136996678033533
COMPAS,Vanilla,100,0.32,0.2,0.6718403547671841,0.7333333333333333,0.7267976362911964,0.9656319290465631,0.8921739130434783,0.10710102924853096
COMPAS,Vanilla,100,0.64,0.2,0.6585365853658537,0.7321739130434782,0.7221134118505665,0.9861419068736141,0.9494949494949495,0.09007972094007435
COMPAS,Vanilla,100,1.28,0.2,0.6507760532150776,0.7330508474576272,0.716796184107149,0.9950110864745011,0.9793103448275862,0.08018766296642063
COMPAS,OAF,100,0.01,0.2,0.6696230598669624,0.7175355450236967,0.7154451564697282,0.8835920177383592,0.6934306569343066,0.14755240720749654
COMPAS,OAF,100,0.02,0.2,0.6707317073170732,0.719281663516068,0.7161439424686881,0.8891352549889135,0.7054491899852725,0.14205429984907283
COMPAS,OAF,100,0.04,0.2,0.6723946784922394,0.7213578500707214,0.7171741243144015,0.9018847006651884,0.7373887240356083,0.13100915974815505
COMPAS,OAF,100,0.08,0.2,0.6707317073170732,0.7219101123595506,0.7174583552091827,0.9318181818181818,0.8133535660091047,0.11708092082537927
COMPAS,OAF,100,0.16,0.2,0.6662971175166297,0.7233455882352942,0.7174025019765837,0.9805986696230599,0.9434571890145396,0.09288585694391377
COMPAS,OAF,100,0.32,0.2,0.6629711751662971,0.7261261261261261,0.7141332260951267,0.9866962305986696,0.9582608695652174,0.08548960594281507
COMPAS,OAF,100,0.64,0.2,0.6601995565410199,0.7288810260946483,0.7085801735918469,0.9939024390243902,0.9794007490636704,0.07617799401625522
COMPAS,OAF,100,1.28,0.2,0.6635254988913526,0.7371156344737981,0.7013267004516666,0.9994456762749445,0.9979423868312757,0.06555051889721746
COMPAS,RABIT,100,0.01,0.2,0.6796008869179601,0.7229146692233941,0.7266381442825528,0.8503325942350333,0.6191819464033851,0.18291385801843113
COMPAS,RABIT,100,0.02,0.2,0.6784922394678492,0.722753346080306,0.7262620658497201,0.905210643015521,0.7567567567567568,0.13098446749385054
COMPAS,RABIT,100,0.04,0.2,0.6784922394678492,0.7243346007604563,0.7262806835939197,0.9379157427937915,0.8379160636758322,0.10035096975477471
COMPAS,RABIT,100,0.08,0.2,0.6779379157427938,0.7250354945575012,0.7258735755874209,0.9595343680709535,0.8929618768328446,0.083637416755355
COMPAS,RABIT,100,0.16,0.2,0.6812638580931264,0.7314339093881363,0.7258363400990215,0.9684035476718403,0.9128440366972477,0.07825224884972572
COMPAS,RABIT,100,0.32,0.2,0.684589800443459,0.7386311437758383,0.7249910945123578,0.9861419068736141,0.959546925566343,0.0710413723838915
COMPAS,RABIT,100,0.64,0.2,0.6834811529933481,0.7405724670604271,0.7220197025380951,1.0,1.0,0.0630133903707635
COMPAS,RABIT,100,1.28,0.2,0.6823725055432373,0.7406066093254866,0.7194603833021176,1.0,1.0,0.06155475473626909
COMPAS,Vanilla,100,0.01,0.2,0.6751662971175166,0.726679104477612,0.7200182950366335,0.8713968957871396,0.6436251920122887,0.17390363347411628
COMPAS,Vanilla,100,0.02,0.2,0.676829268292683,0.7292150487691593,0.7209715235396552,0.876940133037694,0.6542056074766355,0.16973120357604798
COMPAS,Vanilla,100,0.04,0.2,0.6773835920177383,0.7317972350230415,0.7225217610400121,0.8913525498891353,0.6864,0.1597492646503379
COMPAS,Vanilla,100,0.08,0.2,0.6818181818181818,0.7393278837420527,0.7245262714988402,0.9107538802660754,0.7284991568296796,0.14486437075970987
COMPAS,Vanilla,100,0.16,0.2,0.6746119733924612,0.7382969237628176,0.7254323350498892,0.9412416851441242,0.8079710144927537,0.12730371477755312
COMPAS,Vanilla,100,0.32,0.2,0.6712860310421286,0.7418371789290379,0.7242221816769127,0.9733924611973392,0.9036144578313253,0.10545820311367997
COMPAS,Vanilla,100,0.64,0.2,0.656319290465632,0.7383966244725738,0.7195789162735219,0.9955654101995566,0.9811764705882353,0.08228747710702863
COMPAS,Vanilla,100,1.28,0.2,0.6402439024390244,0.7314853123707075,0.7110644012595525,0.9977827050997783,0.9894179894179894,0.07427795573140818
COMPAS,OAF,100,0.01,0.2,0.6879157427937915,0.7377736376339078,0.7217913248759127,0.9157427937915743,0.7654320987654321,0.13059012754427923
COMPAS,OAF,100,0.02,0.2,0.6862527716186253,0.7382053654024052,0.7226340880966833,0.9223946784922394,0.7788309636650869,0.12744939391844198
COMPAS,OAF,100,0.04,0.2,0.6840354767184036,0.7375690607734806,0.7234780925004002,0.9318181818181818,0.8025682182985554,0.1231189574048364
COMPAS,OAF,100,0.08,0.2,0.6818181818181818,0.7369385884509624,0.723054849115595,0.9467849223946785,0.8433931484502447,0.11179894652606082
COMPAS,OAF,100,0.16,0.2,0.6807095343680709,0.7393665158371041,0.7219588845737095,0.9800443458980045,0.9384615384615385,0.09747606856692381
COMPAS,OAF,100,0.32,0.2,0.6690687361419069,0.7354895879486043,0.7177301742744977,0.9922394678492239,0.9739776951672863,0.0852789596268002
COMPAS,OAF,100,0.64,0.2,0.6651884700665188,0.7369337979094077,0.7097270266345448,0.9955654101995566,0.9839679358717435,0.07751738718640368
COMPAS,OAF,100,1.28,0.2,0.6596452328159645,0.7378309137489325,0.6999936699669722,0.9972283813747228,0.9889624724061811,0.07252145964392427
COMPAS,RABIT,100,0.01,0.2,0.6895787139689579,0.7388059701492538,0.7156493310644509,0.9284922394678492,0.8018433179723502,0.12133890305588335
COMPAS,RABIT,100,0.02,0.2,0.6879157427937915,0.7377736376339078,0.714780503001801,0.9445676274944568,0.845679012345679,0.101039260066401
COMPAS,RABIT,100,0.04,0.2,0.6856984478935698,0.7371349095966621,0.714533507595419,0.9611973392461197,0.890282131661442,0.08538421740349338
COMPAS,RABIT,100,0.08,0.2,0.6790465631929047,0.7335480901978831,0.7150734221772086,0.9661862527716186,0.9019292604501608,0.07776397536625813
COMPAS,RABIT,100,0.16,0.2,0.6779379157427938,0.7353075170842824,0.7152521525215252,0.9855875831485588,0.9566666666666667,0.06775983363445989
COMPAS,RABIT,100,0.32,0.2,0.6784922394678492,0.7408400357462019,0.7154308828658418,0.9922394678492239,0.9748653500897666,0.06331055819999322
COMPAS,RABIT,100,0.64,0.2,0.6729490022172949,0.7375444839857651,0.7143820832759286,0.9939024390243902,0.979890310786106,0.05983262195144966
COMPAS,RABIT,100,1.28,0.2,0.6651884700665188,0.736013986013986,0.7117309165018997,1.0,1.0,0.05268907888359333
COMPAS,Vanilla,100,0.01,0.2,0.6834811529933481,0.7258761401824292,0.7200977307452187,0.8930155210643016,0.7289325842696629,0.16184367339317068
COMPAS,Vanilla,100,0.02,0.2,0.6812638580931264,0.7247486835806606,0.7198966591078626,0.8980044345898004,0.7393767705382436,0.15656110136298845
COMPAS,Vanilla,100,0.04,0.2,0.6818181818181818,0.726145038167939,0.7192028378406892,0.906319290465632,0.7582260371959942,0.14998055149534917
COMPAS,Vanilla,100,0.08,0.2,0.6796008869179601,0.7273584905660377,0.7178288483187556,0.9196230598669624,0.7851851851851852,0.13787539899846765
COMPAS,Vanilla,100,0.16,0.2,0.6751662971175166,0.7294552169898431,0.7156369192349845,0.9362527716186253,0.8171701112877583,0.1253322200841329
COMPAS,Vanilla,100,0.32,0.2,0.6701773835920177,0.7321026564610535,0.7114367561435453,0.9772727272727273,0.9285714285714286,0.09620174739030697
COMPAS,Vanilla,100,0.64,0.2,0.6596452328159645,0.7328111401218451,0.7049515752473369,0.9894678492239468,0.9617706237424547,0.08340385672263137
COMPAS,Vanilla,100,1.28,0.2,0.6457871396895787,0.7304934626739772,0.6977018256559963,0.9950110864745011,0.9787735849056604,0.06954679602748041
COMPAS,OAF,100,0.01,0.2,0.6712860310421286,0.7174845164363983,0.7275981992917809,0.8996674057649667,0.7399425287356322,0.14060718261466795
COMPAS,OAF,100,0.02,0.2,0.6729490022172949,0.7209082308420057,0.7274604279847037,0.9013303769401331,0.7386196769456681,0.13840217916555642
COMPAS,OAF,100,0.04,0.2,0.6723946784922394,0.7218823529411764,0.7267628831686904,0.9118625277161863,0.7626865671641792,0.13343527821415202
COMPAS,OAF,100,0.08,0.2,0.6712860310421286,0.7240577012563983,0.7254583998917689,0.934589800443459,0.8173374613003096,0.1231661714112385
COMPAS,OAF,100,0.16,0.2,0.6723946784922394,0.730260155180283,0.7222102241204047,0.979490022172949,0.9387417218543046,0.09609208335922056
COMPAS,OAF,100,0.32,0.2,0.6707317073170732,0.7357651245551602,0.7167477779722298,0.9839246119733924,0.946983546617916,0.08863459923796764
COMPAS,OAF,100,0.64,0.2,0.6668514412416852,0.7376691401134876,0.7101148963053707,0.9894678492239468,0.9623015873015873,0.07596965162787322
COMPAS,OAF,100,1.28,0.2,0.6546563192904656,0.7336468576314664,0.7027484755170458,0.9966740576496674,0.9868421052631579,0.06628966461340419
COMPAS,RABIT,100,0.01,0.2,0.6823725055432373,0.7241213288396726,0.7284198624024586,0.8697339246119734,0.6727019498607242,0.1791328639997842
COMPAS,RABIT,100,0.02,0.2,0.6829268292682927,0.7247353224254091,0.7286606518941072,0.8941241685144125,0.7336122733612274,0.15090095849399535
COMPAS,RABIT,100,0.04,0.2,0.6807095343680709,0.7238734419942474,0.7287574641639454,0.9162971175166297,0.7870239774330042,0.12600190475397202
COMPAS,RABIT,100,0.08,0.2,0.6829268292682927,0.7281368821292775,0.7281765905449166,0.9323725055432373,0.8234442836468886,0.11367173397923047
COMPAS,RABIT,100,0.16,0.2,0.6790465631929047,0.727015558698727,0.7269850549161395,0.9634146341463414,0.9020771513353115,0.0900786376036566
COMPAS,RABIT,100,0.32,0.2,0.6818181818181818,0.7347504621072088,0.7249979210185643,0.9828159645232816,0.9508716323296355,0.07325394887512343
COMPAS,RABIT,100,0.64,0.2,0.6762749445676275,0.7364620938628159,0.7209491822466156,0.9994456762749445,0.998272884283247,0.05710329339193086
COMPAS,RABIT,100,1.28,0.2,0.6723946784922394,0.7409031126698816,0.71535020597431,1.0,1.0,0.05115018837311552
COMPAS,Vanilla,100,0.01,0.2,0.6601995565410199,0.7085116500237756,0.7042844394135162,0.8702882483370288,0.661849710982659,0.18053050984074076
COMPAS,Vanilla,100,0.02,0.2,0.6596452328159645,0.7078972407231209,0.7046381765533094,0.8758314855875832,0.6767676767676768,0.17364651073591375
COMPAS,Vanilla,100,0.04,0.2,0.6613082039911308,0.7116564417177914,0.7055305870919456,0.9096452328159645,0.7588757396449705,0.14514802834993215
COMPAS,Vanilla,100,0.08,0.2,0.6618625277161863,0.7183748845798708,0.7061524197482136,0.9246119733924612,0.7837837837837838,0.1343299192837604
COMPAS,Vanilla,100,0.16,0.2,0.6568736141906873,0.7192743764172336,0.706884717686733,0.9401330376940134,0.8169491525423729,0.12251813888069549
COMPAS,Vanilla,100,0.32,0.2,0.6574279379157428,0.7277533039647577,0.7065942808772184,0.9650776053215078,0.88,0.11039226919260874
COMPAS,Vanilla,100,0.64,0.2,0.6518847006651884,0.73231031543052,0.7037966545154856,0.9789356984478935,0.9153674832962138,0.09938507845980528
COMPAS,Vanilla,100,1.28,0.2,0.6446784922394678,0.7350144687887556,0.6988219932653413,0.9994456762749445,0.9973404255319149,0.07621317221153263
COMPAS,OAF,100,0.01,0.2,0.6485587583148559,0.6992409867172675,0.6969862836872567,0.9151884700665188,0.777292576419214,0.12685767007731016
COMPAS,OAF,100,0.02,0.2,0.647450110864745,0.7,0.69715880811684,0.9246119733924612,0.7985185185185185,0.12253824410741034
COMPAS,OAF,100,0.04,0.2,0.6480044345898004,0.7022972339428035,0.698336690733204,0.9290465631929047,0.8066465256797583,0.12016258093370145
COMPAS,OAF,100,0.08,0.2,0.647450110864745,0.7036346691519105,0.698732628093183,0.9412416851441242,0.8366718027734977,0.11267182983116804
COMPAS,OAF,100,0.16,0.2,0.6524390243902439,0.7140902872777017,0.6982436020122058,0.95509977827051,0.8654485049833887,0.10766954353753795
COMPAS,OAF,100,0.32,0.2,0.6624168514412417,0.7287305122494432,0.6955477526520977,0.9717294900221729,0.9072727272727272,0.09661872693283419
COMPAS,OAF,100,0.64,0.2,0.6518847006651884,0.7271937445699392,0.6899177468061259,0.9927937915742794,0.973630831643002,0.07610143602665052
COMPAS,OAF,100,1.28,0.2,0.6496674057649667,0.7319762510602206,0.6837974736962305,0.9972283813747228,0.988558352402746,0.06957679164766303
COMPAS,RABIT,100,0.01,0.2,0.6657427937915743,0.7148936170212766,0.7114417208753319,0.873059866962306,0.663235294117647,0.1687765685389084
COMPAS,RABIT,100,0.02,0.2,0.6674057649667405,0.71671388101983,0.7116626514398343,0.8913525498891353,0.7104874446085672,0.14811196030141968
COMPAS,RABIT,100,0.04,0.2,0.6662971175166297,0.7173708920187793,0.7118835820043368,0.9013303769401331,0.7323308270676692,0.1359050632606747
COMPAS,RABIT,100,0.08,0.2,0.6668514412416852,0.72007452258966,0.7118922702849633,0.917960088691796,0.7716049382716049,0.12198622834707067
