dataset,method,n_estimators,gamma,cost_budget,time,accuracy,f1,AUC,recourse,validity,cost,sparsity,plausibility,unfairness
FICO,RABIT,50,0.001,0.2,7.380731105804443,0.736223662884927,0.7221510883482715,0.8035580849541131,0.534035656401945,0.12146676852559206,0.3817093187185028,2.1936560934891487,0.4438318662071578,0.0
FICO,RABIT,50,0.0015,0.2,7.408534049987793,0.7418962722852512,0.7295116772823779,0.8036758282815526,0.5745542949756888,0.19043947571318426,0.4365105374465342,2.172852598091198,0.45925631004485984,0.0
FICO,RABIT,50,0.002,0.2,7.1516029834747314,0.736223662884927,0.7219137120888509,0.8007033026016671,0.6434359805510534,0.3287566742944317,0.43490105645739935,1.2224094355518114,0.4817846870149228,0.0
FICO,RABIT,50,0.0025,0.2,7.070937156677246,0.7341977309562399,0.7194183062446535,0.800460580323314,0.7050243111831442,0.4459665144596651,0.2768377886301316,1.1609477124183007,0.4849633787667518,0.0
FICO,RABIT,50,0.003,0.2,7.138721942901611,0.7350081037277147,0.7221750212404418,0.7985674781089501,0.7633711507293355,0.5500770416024653,0.2492099763612905,1.068567026194145,0.48541331464504345,0.0
FICO,RABIT,50,0.0035,0.2,7.125961065292358,0.7358184764991896,0.7204116638078902,0.7969414361791699,0.7787682333873582,0.5863636363636363,0.20885437165359338,1.0492424242424243,0.4882937742815468,0.0
FICO,RABIT,50,0.004,0.2,7.209467172622681,0.7341977309562399,0.7215619694397284,0.7944494216763492,0.763776337115073,0.5501543209876543,0.23088072151753028,1.0257410296411857,0.48443232098988726,0.0
FICO,RABIT,50,0.0045,0.2,7.163816928863525,0.7402755267423015,0.725716730851519,0.7969973478151049,0.8051053484602917,0.6342205323193917,0.17970010120357205,1.0699619771863118,0.484292528992741,0.0
FICO,RABIT,50,0.005,0.2,6.779902219772339,0.7309562398703403,0.7167235494880546,0.7974410230908477,0.743517017828201,0.5160550458715596,0.24130862702862482,1.210727969348659,0.48529428865183116,0.0
FICO,Vanilla,50,0.0,0.2,7.326504945755005,0.7224473257698542,0.7033347769597228,0.783068772627768,0.5311993517017828,0.13849590469099032,0.36799590674085647,2.1319018404907975,0.44048603186092006,0.0
FICO,OAF,50,0.0,0.2,7.190845966339111,0.7094813614262561,0.6870362287210825,0.7731717552833208,0.6146677471636953,0.30124908155767816,0.3250558773087878,2.760869565217391,0.4420498501453366,0.0
FICO,RABIT,50,0.0005,0.2,7.390382766723633,0.7244732576985413,0.7046046915725456,0.7880291214111307,0.5303889789303079,0.14148148148148149,0.3559828619056272,2.1509740259740258,0.4395565233742396,0.0
FICO,RABIT,50,0.001,0.2,7.1120078563690186,0.7273095623987034,0.7112827112827113,0.78781731497853,0.539708265802269,0.1400454201362604,0.39690942560343173,2.0072992700729926,0.44333859830462624,0.0
FICO,RABIT,50,0.0015,0.2,7.273989200592041,0.7273095623987034,0.710786420283627,0.7848855719036794,0.5879254457050244,0.23245283018867924,0.38251493039451756,1.3864734299516908,0.46336139241099383,0.0
FICO,RABIT,50,0.002,0.2,7.124729156494141,0.7244732576985413,0.7061365600691444,0.784675738822935,0.6636952998379254,0.3796711509715994,0.42766999393665994,1.1676829268292683,0.47925040147585085,0.0
FICO,RABIT,50,0.0025,0.2,7.064828872680664,0.723257698541329,0.7047124945957631,0.7852263039909069,0.6880064829821718,0.42494398805078415,0.35064121216196975,1.1453815261044176,0.4769902392613011,0.0
FICO,RABIT,50,0.003,0.2,6.877336025238037,0.7175850891410048,0.6986597492434068,0.7843014597541467,0.7965964343598055,0.6250933532486931,0.20689366288459066,1.1437125748502994,0.4773519555500894,0.0
FICO,RABIT,50,0.0035,0.2,7.001694917678833,0.7248784440842788,0.7051671732522796,0.7839245495495496,0.7119124797406807,0.4729429206819867,0.3102405047088988,1.1534469977761304,0.47761437089781494,0.0
FICO,RABIT,50,0.004,0.2,6.91835618019104,0.7228525121555915,0.7066895368782161,0.7827474451671299,0.6596434359805511,0.36363636363636365,0.45100924910985085,1.3,0.48097135000025065,0.0
FICO,RABIT,50,0.0045,0.2,7.056141138076782,0.7139384116693679,0.6935763888888888,0.7779689736465436,0.736223662884927,0.5170623145400594,0.24835986745013683,1.099406528189911,0.4785639761639784,0.0
FICO,RABIT,50,0.005,0.2,6.928976774215698,0.7224473257698542,0.7061347061347061,0.7786214953271027,0.7196110210696921,0.4761544284632854,0.2961828296992552,1.0673732021196063,0.47979058697499555,0.0
FICO,Vanilla,50,0.0,0.2,7.346104860305786,0.733387358184765,0.720949957591179,0.8088604813926077,0.5506482982171799,0.14296754250386398,0.40553845541772965,2.1991584852734922,0.4435485604784467,0.0
FICO,OAF,50,0.0,0.2,7.211499929428101,0.7236628849270664,0.7077977720651243,0.7855736139176559,0.6211507293354943,0.2905918057663126,0.34364101187572116,2.949612403100775,0.4419994367913977,0.0
FICO,RABIT,50,0.0005,0.2,7.411339044570923,0.7346029173419774,0.7209203238176395,0.8075856960932896,0.5551053484602917,0.15862068965517243,0.3700315410552163,2.078864353312303,0.4404081177699085,0.0
FICO,RABIT,50,0.001,0.2,7.115680932998657,0.7317666126418152,0.7199661590524534,0.8075968784204766,0.5547001620745543,0.14673913043478262,0.41871916443646245,2.127741935483871,0.4480605141964213,0.0
FICO,RABIT,50,0.0015,0.2,7.240354061126709,0.7293354943273906,0.7176669484361792,0.8062378967752799,0.6288492706645057,0.28771384136858474,0.3609289447908451,1.2880324543610548,0.4727356058064976,0.0
FICO,RABIT,50,0.002,0.2,6.930418252944946,0.7370340356564019,0.7271963009667928,0.8050670413404057,0.6592382495948136,0.33935585231736054,0.3810079611684882,1.4257777777777778,0.4781212964828137,0.0
FICO,RABIT,50,0.0025,0.2,7.172999143600464,0.7285251215559158,0.7203672787979967,0.8029598304496084,0.7050243111831442,0.42038216560509556,0.3811563322935388,1.0964840556009812,0.48459202463832574,0.0
FICO,RABIT,50,0.003,0.2,6.892499208450317,0.7325769854132901,0.717948717948718,0.799640652626926,0.7410858995137763,0.5129573170731707,0.2588198448557574,1.0495426829268293,0.4837116482047328,0.0
FICO,RABIT,50,0.0035,0.2,7.057039260864258,0.7260940032414911,0.714527027027027,0.7984355924265387,0.6961102106969206,0.4158878504672897,0.3353285193848759,1.1947040498442367,0.48133442823719624,0.0
FICO,RABIT,50,0.004,0.2,6.928117990493774,0.7293354943273906,0.7150170648464164,0.8004822871937358,0.8192868719611021,0.6590214067278287,0.1779025758899212,1.0298165137614679,0.48377717367727197,0.0
FICO,RABIT,50,0.0045,0.2,6.876326084136963,0.726904376012966,0.712457337883959,0.7986332565041677,0.7925445705024311,0.6085626911314985,0.20320711766513105,1.051223241590214,0.4831093952685773,0.0
FICO,RABIT,50,0.005,0.2,6.660629987716675,0.7301458670988655,0.7161125319693095,0.800755596425865,0.7313614262560778,0.49234303215926495,0.265440319612368,1.113323124042879,0.4832497682561106,0.0
FICO,Vanilla,50,0.0,0.2,7.268157958984375,0.7264991896272285,0.702249669166299,0.7987385019365161,0.5153970826580226,0.13646209386281588,0.4164508589894637,2.3365921787709496,0.433214330091336,0.0
FICO,OAF,50,0.0,0.2,7.43654203414917,0.7216369529983793,0.6990801576872536,0.7856788593500041,0.6122366288492707,0.30094959824689554,0.3006763525588113,2.792619926199262,0.4340026510403881,0.0
FICO,RABIT,50,0.0005,0.2,7.138270854949951,0.7317666126418152,0.7093942054433714,0.799674528500463,0.5141815235008104,0.12736535662299855,0.41389659018970437,2.215297450424929,0.4303454385970955,0.0
FICO,RABIT,50,0.001,0.2,7.127963066101074,0.7264991896272285,0.7014595311808934,0.7972104698156101,0.5190437601296597,0.1466570812365205,0.3851887812288984,2.092137592137592,0.4349940611684943,0.0
FICO,RABIT,50,0.0015,0.2,7.472954988479614,0.7350081037277147,0.7121478873239436,0.8009177401700767,0.5551053484602917,0.20434782608695654,0.3751280237761436,1.7855626326963907,0.4568239902689434,0.0
FICO,RABIT,50,0.002,0.2,7.179101943969727,0.7281199351701783,0.7045354469396742,0.7970611528584659,0.5644246353322528,0.22157856625633598,0.35037337648397904,1.7377551020408164,0.45224685630936323,0.0
FICO,RABIT,50,0.0025,0.2,7.043198108673096,0.7285251215559158,0.7032772364924712,0.7933775627262778,0.6576175040518638,0.3938307030129125,0.3532685717223231,1.2130559540889527,0.47653545037544953,0.0
FICO,RABIT,50,0.003,0.2,7.131296157836914,0.7252836304700162,0.7034120734908137,0.7940452134377369,0.6515397082658023,0.37042459736456806,0.34607224037751577,1.2172878667724027,0.47227404349829427,0.0
FICO,RABIT,50,0.0035,0.2,7.1350178718566895,0.7293354943273906,0.705207413945278,0.7920833728003704,0.6920583468395461,0.45165945165945165,0.3083469292840283,1.0854826823876198,0.4726137500649526,0.0
FICO,RABIT,50,0.004,0.2,6.987081050872803,0.7285251215559158,0.7066549912434326,0.794165259009009,0.7747163695299838,0.5935672514619883,0.18551561970466782,1.0431286549707601,0.4762234761527897,0.0
FICO,RABIT,50,0.0045,0.2,6.958240985870361,0.726904376012966,0.7030837004405286,0.7928309442620189,0.7082658022690438,0.47901591895803186,0.2613203496358835,1.0918958031837915,0.4743445223681793,0.0
FICO,RABIT,50,0.005,0.2,6.629457950592041,0.7248784440842788,0.7023235423060061,0.7889016718236929,0.7645867098865479,0.5762217359591539,0.19723839442799895,1.0204230488694384,0.47421721566457425,0.0
FICO,Vanilla,50,0.0,0.2,7.275233030319214,0.7244732576985413,0.7061365600691444,0.7966566157278775,0.5275526742301458,0.12855007473841554,0.4035649078681112,2.292545710267229,0.43849969774575304,0.0
FICO,OAF,50,0.0,0.2,6.9622790813446045,0.7074554294975689,0.6874458874458874,0.7805162420013473,0.640194489465154,0.338301043219076,0.2952089340289483,2.6739788199697427,0.43906043358498575,0.0
FICO,RABIT,50,0.0005,0.2,7.195893049240112,0.7224473257698542,0.7020443671161375,0.7928276553422582,0.5352512155591572,0.15225424981522542,0.3479990544333624,2.3542780748663104,0.4386130459326024,0.0
FICO,RABIT,50,0.001,0.2,7.1554038524627686,0.7192058346839546,0.7003891050583657,0.7939879862338974,0.5449756888168558,0.16131441374159822,0.3333847028493445,2.1700879765395893,0.4415654160907917,0.0
FICO,RABIT,50,0.0015,0.2,7.256021976470947,0.7163695299837926,0.6959165942658557,0.790955602214364,0.5976499189627229,0.2644444444444444,0.28040500272391594,1.429139072847682,0.461863368352544,0.0
FICO,RABIT,50,0.002,0.2,7.083025932312012,0.720421393841167,0.6992153443766347,0.7898867032920771,0.6636952998379254,0.38880706921944036,0.2932480379875337,1.1649659863945578,0.4762416445102466,0.0
FICO,RABIT,50,0.0025,0.2,6.854040861129761,0.7167747163695299,0.6970091027308193,0.7875591347773007,0.6758508914100486,0.4052044609665427,0.296668957170507,1.181260945709282,0.47259716921557204,0.0
FICO,RABIT,50,0.003,0.2,6.829329013824463,0.715964343598055,0.6924089512944274,0.7872187315820494,0.6997568881685575,0.46030589949016754,0.28034121258103434,1.1056179775280899,0.48231554757039846,0.0
FICO,RABIT,50,0.0035,0.2,6.616313219070435,0.7135332252836305,0.6956521739130435,0.786393541614044,0.7013776337115073,0.4454477050413845,0.37653619572888,1.0759969902182092,0.4789509152055115,0.0
FICO,RABIT,50,0.004,0.2,6.634106874465942,0.7106969205834684,0.6892950391644909,0.7830207543992591,0.7633711507293355,0.568685376661743,0.2178093655050908,1.0827178729689808,0.48345640859534034,0.0
FICO,RABIT,50,0.0045,0.2,6.544040203094482,0.7183954619124797,0.697431432303004,0.7837716147806685,0.7581037277147488,0.5594095940959409,0.21940431711970662,1.0214022140221402,0.48353524169643586,0.0
FICO,RABIT,50,0.005,0.2,7.053323030471802,0.7106969205834684,0.6887532693984307,0.7841241869790352,0.8091572123176661,0.6531664212076583,0.17032690012234275,1.0272459499263622,0.47653865030464926,0.0
FICO,Vanilla,50,0.0,0.2,7.411620855331421,0.7224473257698542,0.7076397780623133,0.7966691136229689,0.553484602917342,0.15813598166539344,0.323981328605099,2.212871287128713,0.4319332658687532,0.0
FICO,OAF,50,0.0,0.2,7.319045782089233,0.7115072933549432,0.6941580756013745,0.7756269338848194,0.6418152350081038,0.3323262839879154,0.28923812409373695,2.844854070660522,0.4370967981807568,0.0
FICO,RABIT,50,0.0005,0.2,7.262236833572388,0.7273095623987034,0.7097887020267356,0.7973058484886757,0.5632090761750406,0.19129782445611404,0.39430393446667666,2.305584826132771,0.4422270247340006,0.0
FICO,RABIT,50,0.001,0.2,7.323179006576538,0.7264991896272285,0.7099269445638161,0.7975702776374505,0.5551053484602917,0.17132075471698113,0.3674245819341682,2.0350140056022408,0.442027945379395,0.0
FICO,RABIT,50,0.0015,0.2,7.242721080780029,0.7196110210696921,0.7017241379310345,0.7944247547781427,0.6118314424635333,0.2807807807807808,0.3020906338687816,1.3063063063063063,0.4641493575986833,0.0
FICO,RABIT,50,0.002,0.2,7.090467214584351,0.7212317666126418,0.7039586919104991,0.7961961669613539,0.6722042139384117,0.39081325301204817,0.28041661320411304,1.2495219885277247,0.46983993883379277,0.0
FICO,RABIT,50,0.0025,0.2,6.867522239685059,0.7228525121555915,0.7041522491349481,0.7950838542982235,0.6681523500810372,0.3888059701492537,0.2944443377375474,1.1665141811527904,0.47455488852400424,0.0
FICO,RABIT,50,0.003,0.2,6.789851903915405,0.7192058346839546,0.7003891050583657,0.7916903468889449,0.6944894651539708,0.4368932038834951,0.37688588807835044,1.0746825989544435,0.47773851534350614,0.0
FICO,RABIT,50,0.0035,0.2,7.0475451946258545,0.7143435980551054,0.6946730186227804,0.7915633945861751,0.793354943273906,0.620253164556962,0.19160947548799678,1.0379746835443038,0.47824703950570135,0.0
FICO,RABIT,50,0.004,0.2,6.987347841262817,0.7260940032414911,0.711849957374254,0.7912710096194324,0.8010534846029174,0.6240428790199081,0.19116754876360023,1.0474732006125573,0.47513871446559397,0.0
FICO,RABIT,50,0.0045,0.2,6.982357025146484,0.7240680713128039,0.7048114434330299,0.7924800165235328,0.826580226904376,0.6817843866171004,0.1611718525886214,1.0342007434944238,0.4785068985236209,0.0
FICO,RABIT,50,0.005,0.2,6.891453981399536,0.7127228525121556,0.6945282205945713,0.7876134019533553,0.8047001620745543,0.6378662659654395,0.179357527980598,1.0330578512396693,0.4782039518065745,0.0
FICO,Vanilla,50,0.0,0.2,7.238929033279419,0.7321717990275527,0.7144708423326134,0.8044572756167382,0.5453808752025932,0.16080777860882572,0.342895352069226,1.93603744149766,0.4244762187435348,0.0
FICO,OAF,50,0.0,0.2,7.173173904418945,0.7216369529983793,0.7009142359599477,0.7847050102088069,0.6324959481361426,0.33062730627306275,0.3214701399577932,2.720422004521477,0.42947004132267375,0.0
FICO,RABIT,50,0.0005,0.2,7.289610147476196,0.7390599675850892,0.7238421955403087,0.8046664509135303,0.5417341977309562,0.1431818181818182,0.411175686028276,2.286451612903226,0.4296477105247544,0.0
FICO,RABIT,50,0.001,0.2,7.266385078430176,0.7313614262560778,0.7145931984502798,0.8070949892649658,0.536871961102107,0.1399548532731377,0.34721505385115575,1.95748031496063,0.43032502980747733,0.0
FICO,RABIT,50,0.0015,0.2,7.332054853439331,0.7378444084278768,0.7219596046411689,0.8037764692262356,0.5822528363047001,0.2218867924528302,0.35723661537314916,1.7768595041322315,0.4446433461398292,0.0
FICO,RABIT,50,0.002,0.2,7.116055727005005,0.7337925445705025,0.7174193548387097,0.8049019375684094,0.6337115072933549,0.31876412961567446,0.33357375610416407,1.3216783216783217,0.46488490694166856,0.0
FICO,RABIT,50,0.0025,0.2,7.010077953338623,0.733387358184765,0.7168674698795181,0.8058307285088827,0.6847649918962723,0.4141566265060241,0.30569374685725875,1.2282229965156795,0.46583384293434593,0.0
FICO,RABIT,50,0.003,0.2,6.8454248905181885,0.7341977309562399,0.7174849267872524,0.8024941194114675,0.7179902755267423,0.4766917293233083,0.27760149646298987,1.1777777777777778,0.46636669009148674,0.0
FICO,RABIT,50,0.0035,0.2,7.0359790325164795,0.7305510534846029,0.7114967462039046,0.8028697140481602,0.7208265802269044,0.4884929472902747,0.2803408939692819,1.0512249443207127,0.4686810254488637,0.0
FICO,RABIT,50,0.004,0.2,7.0390541553497314,0.7252836304700162,0.7080103359173127,0.7999994737728382,0.756482982171799,0.5481203007518797,0.2458887985899573,1.0330827067669173,0.47153734362804617,0.0
FICO,RABIT,50,0.0045,0.2,7.1571409702301025,0.7325769854132901,0.7177074422583405,0.8007263250399934,0.7301458670988655,0.4931506849315068,0.24496706934292947,1.1689497716894977,0.4767950382259478,0.0
FICO,RABIT,50,0.005,0.2,6.735626935958862,0.7309562398703403,0.7147766323024055,0.7942494553548876,0.8180713128038898,0.6608761329305136,0.17129861169848787,1.1125377643504533,0.4670268575344341,0.0
FICO,Vanilla,50,0.0,0.2,7.162853240966797,0.7220421393841167,0.7073378839590444,0.8012532099856866,0.5441653160453809,0.13990825688073394,0.3449886482136365,2.0580645161290323,0.43578415009098026,0.0
FICO,OAF,50,0.0,0.2,7.26108980178833,0.713128038897893,0.6953528399311532,0.7862392912772584,0.6183144246353323,0.29066265060240964,0.3134404035331921,2.716463414634146,0.43849437332552926,0.0
FICO,RABIT,50,0.0005,0.2,7.222015857696533,0.7220421393841167,0.7068376068376069,0.8016047955081249,0.543354943273906,0.1410060975609756,0.4517376877339776,2.543450064850843,0.439707209355743,0.0
FICO,RABIT,50,0.001,0.2,7.02246618270874,0.7260940032414911,0.7140439932318104,0.801526848109792,0.5470016207455429,0.13198757763975155,0.38709480568663146,2.108108108108108,0.44330342709448,0.0
FICO,RABIT,50,0.0015,0.2,7.079700946807861,0.7212317666126418,0.7074829931972789,0.7986983771154331,0.5810372771474879,0.20461538461538462,0.3653992336518594,1.7011173184357542,0.4599126616201873,0.0
FICO,RABIT,50,0.002,0.2,7.013585329055786,0.7220421393841167,0.7073378839590444,0.7970486549633746,0.6620745542949756,0.3623853211009174,0.3465803917886059,1.34,0.4741178317543535,0.0
FICO,RABIT,50,0.0025,0.2,6.8702802658081055,0.7200162074554295,0.7070792708774905,0.7971594915593163,0.7244732576985413,0.47409126063418405,0.25676880489011455,1.1518282988871225,0.47673332159032444,0.0
FICO,RABIT,50,0.003,0.2,7.192090034484863,0.7188006482982172,0.702656383890317,0.7983152179632904,0.6932739059967585,0.42564491654021247,0.3381384032919994,1.1593323216995448,0.48072567833129715,0.0
FICO,RABIT,50,0.0035,0.2,7.676445007324219,0.7188006482982172,0.703672075149445,0.7915910215121663,0.8444084278768234,0.7068702290076336,0.1484651084062598,1.0435114503816794,0.47063663667106975,0.0
FICO,RABIT,50,0.004,0.2,8.719360113143921,0.7200162074554295,0.7035607035607035,0.7943839721731077,0.7532414910858996,0.5389856169568509,0.26147626379967437,1.0401211203633611,0.4810706856374092,0.0
FICO,RABIT,50,0.0045,0.2,7.203317880630493,0.7220421393841167,0.7068376068376069,0.7948385008840617,0.8273905996758509,0.6753048780487805,0.16505931273426933,1.0510670731707317,0.47094696908490447,0.0
FICO,RABIT,50,0.005,0.2,7.069417953491211,0.7248784440842788,0.7074536837570012,0.7947904826555527,0.8529173419773096,0.7272727272727273,0.1400635562601003,1.0345604808414726,0.47391502768236743,0.0
FICO,Vanilla,150,0.0,0.2,20.692508935928345,0.7443273905996759,0.7245744216499346,0.8095083985855013,0.534035656401945,0.1550330639235856,0.3828783473009285,2.2708039492242595,0.43512772475593026,0.0
FICO,OAF,150,0.0,0.2,19.286823272705078,0.7285251215559158,0.7084421235857267,0.7953367722278353,0.6252025931928687,0.3168389955686854,0.3261224246153499,2.767353165522502,0.4417475956484754,0.0
FICO,RABIT,150,0.0005,0.2,18.531636953353882,0.7398703403565641,0.7176781002638523,0.8096873158204934,0.5324149108589952,0.1625544267053701,0.3769914352008489,2.3256658595641646,0.4390341733066793,0.0
FICO,RABIT,150,0.001,0.2,19.876101970672607,0.7386547811993517,0.7184635530336098,0.808563820830176,0.5652350081037277,0.21160911094783247,0.3607642618807083,2.134426229508197,0.44905015711008034,0.0
FICO,RABIT,150,0.0015,0.2,20.50236701965332,0.7423014586709886,0.7282051282051282,0.8029377946872106,0.8934359805510534,0.7995426829268293,0.11811266880387324,1.048780487804878,0.475218327047532,0.0
FICO,RABIT,150,0.002,0.2,20.046708345413208,0.7414910858995137,0.7259450171821306,0.8019096783699587,0.9108589951377634,0.8338368580060423,0.10284626405505767,1.061178247734139,0.47519419018780806,0.0
FICO,RABIT,150,0.0025,0.2,19.290032148361206,0.7386547811993517,0.7211413748378729,0.799010824492717,0.9189627228525121,0.8506348020911128,0.09852297188776436,1.042569081404033,0.47614055344695955,0.0
FICO,RABIT,150,0.003,0.2,19.506306171417236,0.7309562398703403,0.7120555073720729,0.7962057048286605,0.9173419773095624,0.8484398216939079,0.09881593497015131,1.0163447251114412,0.4773868238229691,0.0
FICO,RABIT,150,0.0035,0.2,19.14933204650879,0.7366288492706645,0.7154115586690017,0.7976334248968595,0.9173419773095624,0.8508771929824561,0.1007967224856142,1.0160818713450293,0.4772067674881836,0.0
FICO,RABIT,150,0.004,0.2,18.847795248031616,0.7305510534846029,0.7107438016528925,0.7925934842552834,0.9189627228525121,0.852180339985218,0.09975989198289095,1.0465631929046564,0.47764598557101645,0.0
FICO,RABIT,150,0.0045,0.2,18.377009868621826,0.733387358184765,0.7149046793760832,0.7958659594173614,0.919773095623987,0.8526785714285714,0.10310247144356734,1.0260416666666667,0.4783734483538649,0.0
FICO,RABIT,150,0.005,0.2,18.231335878372192,0.7337925445705025,0.7137254901960784,0.7918419660899216,0.9120745542949756,0.8400884303610906,0.10694543901858865,1.023581429624171,0.4792390636716806,0.0
FICO,Vanilla,150,0.0,0.2,19.076406955718994,0.7390599675850892,0.7226528854435831,0.8018616601414498,0.5518638573743923,0.16842105263157894,0.3348511430736026,2.2653846153846153,0.434696374679508,0.0
FICO,OAF,150,0.0,0.2,19.55321431159973,0.7236628849270664,0.7065404475043029,0.7827622453060538,0.6247974068071313,0.30271084337349397,0.2989565947753171,2.767761650114591,0.438265852950368,0.0
