dataset,method,n_estimators,epsilon,cost_budget,accuracy,f1,AUC,recourse,validity,cost
FICO,OAF,100,0.2,0.2,0.713128038897893,0.7328301886792453,0.7903682011450703,0.8144246353322528,0.5429141716566867,0.1990684586190965
FICO,OAF,100,0.25,0.2,0.7212317666126418,0.7299843014128728,0.7903682011450703,0.7710696920583469,0.4882246376811594,0.22533826797276912
FICO,OAF,100,0.3,0.2,0.7208265802269044,0.718430731507969,0.7903682011450703,0.7228525121555915,0.4323651452282158,0.2527446102973711
FICO,OAF,100,0.35,0.2,0.7212317666126418,0.7052270779777207,0.7903682011450703,0.673419773095624,0.3884673748103187,0.2807156282492784
FICO,OAF,100,0.4,0.2,0.720421393841167,0.7002606429192006,0.7903682011450703,0.6580226904376013,0.3748148148148148,0.287749314272636
FICO,OAF,100,0.45,0.2,0.720421393841167,0.7002606429192006,0.7903682011450703,0.6580226904376013,0.3748148148148148,0.287749314272636
FICO,OAF,100,0.5,0.2,0.720421393841167,0.7002606429192006,0.7903682011450703,0.6580226904376013,0.3748148148148148,0.287749314272636
FICO,RABIT,100,0.05,0.2,0.6726094003241491,0.7227179135209334,0.7934222920350257,0.9716369529983793,0.9051490514905149,0.08378170617289137
FICO,RABIT,100,0.1,0.2,0.7175850891410048,0.7330524703178859,0.7934222920350257,0.913290113452188,0.7944284341978867,0.12498291018072885
FICO,RABIT,100,0.15,0.2,0.7248784440842788,0.7206910736322502,0.7934222920350257,0.8715559157212318,0.7403767403767404,0.14901228932818494
FICO,RABIT,100,0.2,0.2,0.7281199351701783,0.7078798432738355,0.7934222920350257,0.8318476499189628,0.6937269372693727,0.17133743176661595
FICO,RABIT,100,0.25,0.2,0.7281199351701783,0.7078798432738355,0.7934222920350257,0.8318476499189628,0.6937269372693727,0.17133743176661595
FICO,RABIT,100,0.3,0.2,0.7281199351701783,0.7078798432738355,0.7934222920350257,0.8318476499189628,0.6937269372693727,0.17133743176661595
FICO,RABIT,100,0.35,0.2,0.7281199351701783,0.7078798432738355,0.7934222920350257,0.8318476499189628,0.6937269372693727,0.17133743176661595
FICO,RABIT,100,0.4,0.2,0.7281199351701783,0.7078798432738355,0.7934222920350257,0.8318476499189628,0.6937269372693727,0.17133743176661595
FICO,RABIT,100,0.45,0.2,0.7281199351701783,0.7078798432738355,0.7934222920350257,0.8318476499189628,0.6937269372693727,0.17133743176661595
FICO,RABIT,100,0.5,0.2,0.7281199351701783,0.7078798432738355,0.7934222920350257,0.8318476499189628,0.6937269372693727,0.17133743176661595
FICO,Vanilla,100,0.05,0.2,0.5761750405186385,0.6868263473053893,0.8074587437905195,0.9550243111831442,0.6442307692307693,0.1692772107228614
FICO,Vanilla,100,0.1,0.2,0.6239870340356564,0.707808564231738,0.8074587437905195,0.910453808752026,0.5357142857142857,0.21511729262053866
FICO,Vanilla,100,0.15,0.2,0.6487034035656402,0.7165740438051651,0.8074587437905195,0.8594003241491086,0.4148397976391231,0.26516185306067175
FICO,Vanilla,100,0.2,0.2,0.6823338735818476,0.729841488628532,0.8074587437905195,0.8083468395461912,0.36933333333333335,0.2980298712076682
FICO,Vanilla,100,0.25,0.2,0.7054294975688817,0.7378290659935088,0.8074587437905195,0.7601296596434359,0.3265073947667804,0.33029545851207204
FICO,Vanilla,100,0.3,0.2,0.7163695299837926,0.7380239520958084,0.8074587437905195,0.7123176661264181,0.2755102040816326,0.3523916115704077
FICO,Vanilla,100,0.35,0.2,0.7281199351701783,0.739214924212981,0.8074587437905195,0.6580226904376013,0.21779425393883226,0.377884824959628
FICO,Vanilla,100,0.4,0.2,0.7418962722852512,0.7413723101908242,0.8074587437905195,0.6138573743922204,0.1984861227922624,0.37668004820925777
FICO,Vanilla,100,0.45,0.2,0.7398703403565641,0.7275042444821732,0.8074587437905195,0.570097244732577,0.18132716049382716,0.36201608316840655
FICO,Vanilla,100,0.5,0.2,0.7431118314424635,0.7267241379310345,0.8074587437905195,0.5502431118314425,0.16666666666666666,0.3724320459780372
FICO,OAF,100,0.05,0.2,0.6130470016207455,0.7007207771858351,0.7903688589290225,0.9562398703403565,0.7657266811279827,0.12815801525083814
FICO,OAF,100,0.1,0.2,0.6616693679092382,0.7197045988586774,0.7903688589290225,0.9055915721231766,0.6537890044576523,0.1644314622892936
FICO,OAF,100,0.15,0.2,0.6948946515397083,0.7334513274336283,0.7903688589290225,0.8594003241491086,0.5804111245465539,0.19212909942767087
FICO,OAF,100,0.2,0.2,0.7090761750405187,0.7318894697535474,0.7903688589290225,0.8079416531604539,0.5133470225872689,0.217435041226019
FICO,OAF,100,0.25,0.2,0.7127228525121556,0.725725338491296,0.7903688589290225,0.7621555915721232,0.4498594189315839,0.24562141327699488
FICO,OAF,100,0.3,0.2,0.7175850891410048,0.719967858577742,0.7903688589290225,0.7224473257698542,0.411006018916595,0.2711477677660651
FICO,OAF,100,0.35,0.2,0.7183954619124797,0.7093266415725638,0.7903688589290225,0.6762560777957861,0.366375892149088,0.2949838035187938
FICO,OAF,100,0.4,0.2,0.7183954619124797,0.6990038977912516,0.7903688589290225,0.6405996758508914,0.33953834698436336,0.3166073421095283
FICO,OAF,100,0.45,0.2,0.7183954619124797,0.6990038977912516,0.7903688589290225,0.6405996758508914,0.33953834698436336,0.3166073421095283
FICO,OAF,100,0.5,0.2,0.7183954619124797,0.6990038977912516,0.7903688589290225,0.6405996758508914,0.33953834698436336,0.3166073421095283
FICO,RABIT,100,0.05,0.2,0.6661264181523501,0.7253333333333334,0.7992884093205355,0.9570502431118314,0.8374233128834356,0.1120413093701753
FICO,RABIT,100,0.1,0.2,0.6981361426256077,0.7340235630132096,0.7992884093205355,0.9039708265802269,0.7215041128084606,0.15395515065408258
FICO,RABIT,100,0.15,0.2,0.7208265802269044,0.7373236751810903,0.7992884093205355,0.8630470016207455,0.6715257531584062,0.17757925336433414
FICO,RABIT,100,0.2,0.2,0.7228525121555915,0.7201309328968903,0.7992884093205355,0.8209076175040518,0.6341059602649006,0.196303639015453
FICO,RABIT,100,0.25,0.2,0.7313614262560778,0.7141009055627425,0.7992884093205355,0.7884927066450568,0.6084021005251313,0.20973870658718644
FICO,RABIT,100,0.3,0.2,0.7313614262560778,0.7141009055627425,0.7992884093205355,0.7884927066450568,0.6084021005251313,0.20973870658718644
FICO,RABIT,100,0.35,0.2,0.7313614262560778,0.7141009055627425,0.7992884093205355,0.7884927066450568,0.6084021005251313,0.20973870658718644
FICO,RABIT,100,0.4,0.2,0.7313614262560778,0.7141009055627425,0.7992884093205355,0.7884927066450568,0.6084021005251313,0.20973870658718644
FICO,RABIT,100,0.45,0.2,0.7313614262560778,0.7141009055627425,0.7992884093205355,0.7884927066450568,0.6084021005251313,0.20973870658718644
FICO,RABIT,100,0.5,0.2,0.7313614262560778,0.7141009055627425,0.7992884093205355,0.7884927066450568,0.6084021005251313,0.20973870658718644
FICO,Vanilla,100,0.05,0.2,0.5684764991896273,0.6835066864784547,0.7963040435295108,0.9521880064829822,0.5888501742160279,0.18404564792379965
FICO,Vanilla,100,0.1,0.2,0.6106158833063209,0.7009025832555245,0.7963040435295108,0.9084278768233387,0.48519362186788156,0.22496866529101645
FICO,Vanilla,100,0.15,0.2,0.6418152350081038,0.7112998040496408,0.7963040435295108,0.8630470016207455,0.4271186440677966,0.26319715004313676
FICO,Vanilla,100,0.2,0.2,0.6588330632090762,0.7153482082488167,0.7963040435295108,0.8180713128038898,0.3530259365994236,0.29878843223846213
FICO,Vanilla,100,0.25,0.2,0.6811183144246353,0.7212185618136734,0.7963040435295108,0.7686385737439222,0.3112183353437877,0.327978591908852
FICO,Vanilla,100,0.3,0.2,0.700162074554295,0.7263313609467456,0.7963040435295108,0.7248784440842788,0.28375527426160335,0.3413197163310393
FICO,Vanilla,100,0.35,0.2,0.7183954619124797,0.7298872910998834,0.7963040435295108,0.6689627228525121,0.2428174235403151,0.35574384443518764
FICO,Vanilla,100,0.4,0.2,0.7248784440842788,0.7247669233887313,0.7963040435295108,0.6158833063209076,0.2,0.3575238950279691
FICO,Vanilla,100,0.45,0.2,0.723257698541329,0.7092379736057897,0.7963040435295108,0.5672609400324149,0.18035303146584805,0.35574718469794514
FICO,Vanilla,100,0.5,0.2,0.7264991896272285,0.707665656128194,0.7963040435295108,0.5506482982171799,0.1742367833209233,0.3615813018722024
FICO,OAF,100,0.05,0.2,0.6158833063209076,0.6996197718631179,0.7832128273132947,0.9493517017828201,0.7479838709677419,0.13252502902357743
FICO,OAF,100,0.1,0.2,0.6572123176661264,0.7139959432048681,0.7832128273132947,0.896677471636953,0.6325648414985591,0.16478829566552802
FICO,OAF,100,0.15,0.2,0.6847649918962723,0.7209469153515065,0.7832128273132947,0.8484602917341977,0.5671296296296297,0.19187414744060474
FICO,OAF,100,0.2,0.2,0.700162074554295,0.7247023809523809,0.7832128273132947,0.8010534846029174,0.49066390041493774,0.22632059260762116
FICO,OAF,100,0.25,0.2,0.7062398703403565,0.7173489278752436,0.7832128273132947,0.756482982171799,0.44710211591536336,0.246745498032541
FICO,OAF,100,0.3,0.2,0.720421393841167,0.7192839707078926,0.7832128273132947,0.6997568881685575,0.3793969849246231,0.27827341261247984
FICO,OAF,100,0.35,0.2,0.7224473257698542,0.7120638923917613,0.7832128273132947,0.6620745542949756,0.3448546739984289,0.3076965246039976
FICO,OAF,100,0.4,0.2,0.7208265802269044,0.7059325650874947,0.7832128273132947,0.6458670988654781,0.33231474407944994,0.32252775335649
FICO,OAF,100,0.45,0.2,0.7208265802269044,0.7059325650874947,0.7832128273132947,0.6458670988654781,0.33231474407944994,0.32252775335649
FICO,OAF,100,0.5,0.2,0.7208265802269044,0.7059325650874947,0.7832128273132947,0.6458670988654781,0.33231474407944994,0.32252775335649
FICO,RABIT,100,0.05,0.2,0.6827390599675851,0.7168173598553346,0.7864274174875812,0.953808752025932,0.8714768883878241,0.08925702454783266
FICO,RABIT,100,0.1,0.2,0.7228525121555915,0.71571072319202,0.7864274174875812,0.899513776337115,0.8009630818619583,0.11209631544115778
FICO,RABIT,100,0.15,0.2,0.7228525121555915,0.7064377682403433,0.7864274174875812,0.8824959481361426,0.7806354009077155,0.1241898609630402
FICO,RABIT,100,0.2,0.2,0.7228525121555915,0.7064377682403433,0.7864274174875812,0.8824959481361426,0.7806354009077155,0.1241898609630402
FICO,RABIT,100,0.25,0.2,0.7228525121555915,0.7064377682403433,0.7864274174875812,0.8824959481361426,0.7806354009077155,0.1241898609630402
FICO,RABIT,100,0.3,0.2,0.7228525121555915,0.7064377682403433,0.7864274174875812,0.8824959481361426,0.7806354009077155,0.1241898609630402
FICO,RABIT,100,0.35,0.2,0.7228525121555915,0.7064377682403433,0.7864274174875812,0.8824959481361426,0.7806354009077155,0.1241898609630402
FICO,RABIT,100,0.4,0.2,0.7228525121555915,0.7064377682403433,0.7864274174875812,0.8824959481361426,0.7806354009077155,0.1241898609630402
FICO,RABIT,100,0.45,0.2,0.7228525121555915,0.7064377682403433,0.7864274174875812,0.8824959481361426,0.7806354009077155,0.1241898609630402
FICO,RABIT,100,0.5,0.2,0.7228525121555915,0.7064377682403433,0.7864274174875812,0.8824959481361426,0.7806354009077155,0.1241898609630402
FICO,Vanilla,100,0.05,0.2,0.5842787682333873,0.6892792247122955,0.7867681495748085,0.9550243111831442,0.6828571428571428,0.1680738328307141
FICO,Vanilla,100,0.1,0.2,0.61709886547812,0.7006651884700665,0.7867681495748085,0.9072123176661264,0.5373737373737374,0.21686464779374404
FICO,Vanilla,100,0.15,0.2,0.640194489465154,0.7051792828685259,0.7867681495748085,0.8565640194489466,0.446875,0.2550788278695309
FICO,Vanilla,100,0.2,0.2,0.6717990275526742,0.7175732217573222,0.7867681495748085,0.8091572123176661,0.399234693877551,0.2899445954027986
FICO,Vanilla,100,0.25,0.2,0.6867909238249594,0.7192154013803124,0.7867681495748085,0.7568881685575365,0.3325917686318131,0.3214210340699629
FICO,Vanilla,100,0.3,0.2,0.7005672609400324,0.7193315609570832,0.7867681495748085,0.696515397082658,0.2649656526005888,0.3492322950549219
FICO,Vanilla,100,0.35,0.2,0.7127228525121556,0.719652036378015,0.7867681495748085,0.656807131280389,0.24577025823686555,0.35839316009224537
FICO,Vanilla,100,0.4,0.2,0.715964343598055,0.7121149897330595,0.7867681495748085,0.6150729335494327,0.21939194741166804,0.37106880405417325
FICO,Vanilla,100,0.45,0.2,0.7188006482982172,0.7018900343642611,0.7867681495748085,0.5591572123176661,0.1782477341389728,0.3871747107509995
FICO,Vanilla,100,0.5,0.2,0.7179902755267423,0.7002583979328165,0.7867681495748085,0.557131280388979,0.17819548872180452,0.3865660201061472
FICO,OAF,100,0.05,0.2,0.6158833063209076,0.6977040816326531,0.7748668645280795,0.9497568881685575,0.7596899224806202,0.13258627109997229
FICO,OAF,100,0.1,0.2,0.6543760129659644,0.7085753331055689,0.7748668645280795,0.8987034035656402,0.6551724137931034,0.16304816498978358
FICO,OAF,100,0.15,0.2,0.6811183144246353,0.7157818707114482,0.7748668645280795,0.8541329011345219,0.5922989807474519,0.18565099544515035
FICO,OAF,100,0.2,0.2,0.6993517017828201,0.7178707224334601,0.7748668645280795,0.8026742301458671,0.5234833659491194,0.21698824786424994
FICO,OAF,100,0.25,0.2,0.7070502431118314,0.7145677062771417,0.7748668645280795,0.7536466774716369,0.45665773011617516,0.2434846900355876
FICO,OAF,100,0.3,0.2,0.7098865478119936,0.7038875103391232,0.7748668645280795,0.700162074554295,0.40032414910858993,0.26996025274098956
FICO,OAF,100,0.35,0.2,0.7086709886547812,0.691018478727976,0.7748668645280795,0.6503241491085899,0.34867924528301886,0.2961200625108874
FICO,OAF,100,0.4,0.2,0.7098865478119936,0.6897746967071057,0.7748668645280795,0.6434359805510534,0.34523809523809523,0.30028509276996856
FICO,OAF,100,0.45,0.2,0.7098865478119936,0.6897746967071057,0.7748668645280795,0.6434359805510534,0.34523809523809523,0.30028509276996856
FICO,OAF,100,0.5,0.2,0.7098865478119936,0.6897746967071057,0.7748668645280795,0.6434359805510534,0.34523809523809523,0.30028509276996856
FICO,RABIT,100,0.05,0.2,0.6592382495948136,0.7128712871287128,0.7910957101961775,0.953808752025932,0.8423236514522822,0.1094880304891905
FICO,RABIT,100,0.1,0.2,0.7098865478119936,0.7248270561106841,0.7910957101961775,0.9124797406807131,0.7942857142857143,0.12518921503669034
FICO,RABIT,100,0.15,0.2,0.7224473257698542,0.7056295659647615,0.7910957101961775,0.8549432739059968,0.729811320754717,0.14779245947175443
FICO,RABIT,100,0.2,0.2,0.723257698541329,0.7034303082935301,0.7910957101961775,0.8480551053484603,0.7220163083765753,0.15159805847575508
FICO,RABIT,100,0.25,0.2,0.723257698541329,0.7034303082935301,0.7910957101961775,0.8480551053484603,0.7220163083765753,0.15159805847575508
FICO,RABIT,100,0.3,0.2,0.723257698541329,0.7034303082935301,0.7910957101961775,0.8480551053484603,0.7220163083765753,0.15159805847575508
FICO,RABIT,100,0.35,0.2,0.723257698541329,0.7034303082935301,0.7910957101961775,0.8480551053484603,0.7220163083765753,0.15159805847575508
FICO,RABIT,100,0.4,0.2,0.723257698541329,0.7034303082935301,0.7910957101961775,0.8480551053484603,0.7220163083765753,0.15159805847575508
FICO,RABIT,100,0.45,0.2,0.723257698541329,0.7034303082935301,0.7910957101961775,0.8480551053484603,0.7220163083765753,0.15159805847575508
FICO,RABIT,100,0.5,0.2,0.723257698541329,0.7034303082935301,0.7910957101961775,0.8480551053484603,0.7220163083765753,0.15159805847575508
FICO,Vanilla,100,0.05,0.2,0.5672609400324149,0.683649289099526,0.8100365990990991,0.9594813614262561,0.6376811594202898,0.1766276334997141
FICO,Vanilla,100,0.1,0.2,0.6138573743922204,0.702837542874961,0.8100365990990991,0.9136952998379254,0.5213483146067416,0.23074906301522022
FICO,Vanilla,100,0.15,0.2,0.6519448946515397,0.7191892775416803,0.8100365990990991,0.8675040518638574,0.448566610455312,0.2833500369578463
FICO,Vanilla,100,0.2,0.2,0.6722042139384117,0.7247363048656006,0.8100365990990991,0.8217179902755267,0.38288920056100983,0.30154039491836854
FICO,Vanilla,100,0.25,0.2,0.6847649918962723,0.7262491203377903,0.8100365990990991,0.7791734197730956,0.3271604938271605,0.3370907400594889
FICO,Vanilla,100,0.3,0.2,0.710291734197731,0.7360649686231081,0.8100365990990991,0.7285251215559158,0.28950159066808057,0.3387132601953593
FICO,Vanilla,100,0.35,0.2,0.7252836304700162,0.737412858249419,0.8100365990990991,0.6770664505672609,0.25514018691588786,0.36735710232663127
FICO,Vanilla,100,0.4,0.2,0.7329821717990276,0.7354476114010438,0.8100365990990991,0.6324959481361426,0.21877691645133507,0.3738453374501281
FICO,Vanilla,100,0.45,0.2,0.7374392220421394,0.7295492487479132,0.8100365990990991,0.5818476499189628,0.17834394904458598,0.3740761670234205
FICO,Vanilla,100,0.5,0.2,0.7418962722852512,0.7276613937580162,0.8100365990990991,0.553484602917342,0.1607006854531607,0.38126415295515825
FICO,OAF,100,0.05,0.2,0.5911669367909238,0.6913429183236464,0.797442009766776,0.9639384116693679,0.7676240208877284,0.12204429941865105
FICO,OAF,100,0.1,0.2,0.6385737439222042,0.7100130039011704,0.797442009766776,0.9242301458670988,0.6753472222222222,0.15741853139352652
FICO,OAF,100,0.15,0.2,0.6717990275526742,0.7227926078028748,0.797442009766776,0.8719611021069692,0.5671232876712329,0.18899086696087383
FICO,OAF,100,0.2,0.2,0.700162074554295,0.730909090909091,0.797442009766776,0.8249594813614263,0.5210643015521065,0.21303036771522016
FICO,OAF,100,0.25,0.2,0.7183954619124797,0.7350362180709111,0.797442009766776,0.770259319286872,0.4489795918367347,0.2487586427747011
FICO,OAF,100,0.3,0.2,0.7277147487844409,0.7314148681055156,0.797442009766776,0.7244732576985413,0.40869565217391307,0.2744924341921437
FICO,OAF,100,0.35,0.2,0.723257698541329,0.7143454621497282,0.797442009766776,0.6786871961102107,0.3711340206185567,0.3057701232892807
FICO,OAF,100,0.4,0.2,0.7289303079416531,0.7144686299615877,0.797442009766776,0.6596434359805511,0.3582887700534759,0.3161134729496442
FICO,OAF,100,0.45,0.2,0.7289303079416531,0.7144686299615877,0.797442009766776,0.6596434359805511,0.3582887700534759,0.3161134729496442
FICO,OAF,100,0.5,0.2,0.7289303079416531,0.7144686299615877,0.797442009766776,0.6596434359805511,0.3582887700534759,0.3161134729496442
FICO,RABIT,100,0.05,0.2,0.6750405186385737,0.7242090784044016,0.8010039098678117,0.9683954619124797,0.8951612903225806,0.09358232226401905
FICO,RABIT,100,0.1,0.2,0.7127228525121556,0.7333584054155697,0.8010039098678117,0.9367909238249594,0.8429003021148036,0.10902804262233459
FICO,RABIT,100,0.15,0.2,0.7273095623987034,0.7229312474269246,0.8010039098678117,0.8861426256077796,0.7702371218315618,0.12962416780258762
FICO,RABIT,100,0.2,0.2,0.7277147487844409,0.7154953429297206,0.8010039098678117,0.8707455429497569,0.7527131782945736,0.13682377208926594
FICO,RABIT,100,0.25,0.2,0.7277147487844409,0.7154953429297206,0.8010039098678117,0.8707455429497569,0.7527131782945736,0.13682377208926594
FICO,RABIT,100,0.3,0.2,0.7277147487844409,0.7154953429297206,0.8010039098678117,0.8707455429497569,0.7527131782945736,0.13682377208926594
FICO,RABIT,100,0.35,0.2,0.7277147487844409,0.7154953429297206,0.8010039098678117,0.8707455429497569,0.7527131782945736,0.13682377208926594
FICO,RABIT,100,0.4,0.2,0.7277147487844409,0.7154953429297206,0.8010039098678117,0.8707455429497569,0.7527131782945736,0.13682377208926594
FICO,RABIT,100,0.45,0.2,0.7277147487844409,0.7154953429297206,0.8010039098678117,0.8707455429497569,0.7527131782945736,0.13682377208926594
FICO,RABIT,100,0.5,0.2,0.7277147487844409,0.7154953429297206,0.8010039098678117,0.8707455429497569,0.7527131782945736,0.13682377208926594
FICO,Vanilla,100,0.05,0.2,0.5972447325769854,0.6963958460598656,0.8049289067104487,0.946515397082658,0.6507936507936508,0.1741449375842149
FICO,Vanilla,100,0.1,0.2,0.6349270664505673,0.7120485778203899,0.8049289067104487,0.8999189627228525,0.5277246653919694,0.2420804756699544
FICO,Vanilla,100,0.15,0.2,0.6592382495948136,0.7203192550714999,0.8049289067104487,0.8537277147487844,0.44031007751937984,0.28391309145089
FICO,Vanilla,100,0.2,0.2,0.6794975688816856,0.7278981768145855,0.8049289067104487,0.803484602917342,0.348993288590604,0.31993231847734227
FICO,Vanilla,100,0.25,0.2,0.6920583468395461,0.7283774124374554,0.8049289067104487,0.7572933549432739,0.29859484777517564,0.3381798320591047
FICO,Vanilla,100,0.3,0.2,0.7094813614262561,0.7329608938547486,0.8049289067104487,0.7106969205834684,0.26163391933815927,0.35439570449223634
FICO,Vanilla,100,0.35,0.2,0.7236628849270664,0.7360681114551083,0.8049289067104487,0.660453808752026,0.2153558052434457,0.3645617766696724
FICO,Vanilla,100,0.4,0.2,0.7354132901134521,0.7367996775493753,0.8049289067104487,0.6162884927066451,0.19128949615713065,0.37591198947107207
FICO,Vanilla,100,0.45,0.2,0.743517017828201,0.7312101910828025,0.8049289067104487,0.570097244732577,0.18195836545875096,0.3531373235072607
FICO,Vanilla,100,0.5,0.2,0.7451377633711507,0.7317697228144989,0.8049289067104487,0.5656401944894651,0.17980107115531752,0.3550112288824213
FICO,OAF,100,0.05,0.2,0.6341166936790924,0.7095529109038275,0.7850167998021387,0.9457050243111832,0.7532228360957642,0.12808638666002875
